OSEBuildingID,PrimaryPropertyType,PropertyName,Address,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),TotalGHGEmissions
1,Hotel,Mayflower park hotel,405 Olive way,659000030,7,DOWNTOWN,1927,1,12,88434,0,88434,Hotel,88434,81.69999695,84.30000305,182.5,189,7226362.5,7456910,2003882,1156514.25,3946027,12764.5293,1276453,249.98
2,Hotel,Paramount Hotel,724 Pine street,659000220,7,DOWNTOWN,1996,1,11,103566,15064,88502,Hotel,83880,94.80000305,97.90000153,176.1000061,179.3999939,8387933,8664479,0,950425.1875,3242851,51450.81641,5145082,295.86
3,Hotel,5673-The Westin Seattle,1900 5th Avenue,659000475,7,DOWNTOWN,1969,1,41,956110,196718,759392,Hotel,756493,96,97.69999695,241.8999939,244.1000061,72587024,73937112,21566554,14515435,49526664,14938,1493800,2089.28
5,Hotel,HOTEL MAX,620 STEWART ST,659000640,7,DOWNTOWN,1926,1,10,61320,0,61320,Hotel,61320,110.8000031,113.3000031,216.1999969,224,6794584,6946800.5,2214446.25,811525.3125,2768924,18112.13086,1811213,286.43
8,Hotel,WARWICK SEATTLE HOTEL (ID8),401 LENORA ST,659000970,7,DOWNTOWN,1980,1,18,175580,62000,113580,Hotel,123445,114.8000031,118.6999969,211.3999939,215.6000061,14172606,14656503,0,1573448.625,5368607,88039.98438,8803998,505.01
9,Other,West Precinct,810 Virginia St,660000560,7,DOWNTOWN,1999,1,2,97288,37198,60090,Police Station,88830,136.1000061,141.6000061,316.2999878,320.5,12086616,12581712,0,2160443.75,7371434,47151.81641,4715182,301.81
10,Hotel,Camlin,1619 9th Avenue,660000825,7,DOWNTOWN,1926,1,11,83008,0,83008,Hotel,81352,70.80000305,74.5,146.6000061,154.6999969,5758795,6062767.5,0,823919.875,2811215,29475.80078,2947580,176.14
11,Other,Paramount Theatre,911 Pine St,660000955,7,DOWNTOWN,1926,1,8,102761,0,102761,Other - Entertainment/Public Assembly,102761,61.29999924,68.80000305,141.6999969,152.3000031,6298131.5,7067881.5,2276286.5,1065842.75,3636655,3851.890137,385189,221.51
12,Hotel,311wh-Pioneer Square,612 2nd Ave,939000080,7,DOWNTOWN,1904,1,15,163984,0,163984,Hotel,163984,83.69999695,86.59999847,180.8999939,187.1999969,13723820,14194054,0,2138897.75,7297919,64259,6425900,392.16
13,Mid-Rise Multifamily,Lyon Building,607 - 3rd Ave.,939000105,7,DOWNTOWN,1910,1,6,63712,1496,62216,Multifamily Housing,56132,81.5,85.59999847,182.6999969,187.3999939,4573777,4807679.5,1039735.188,742091.1875,2532015,10020.25977,1002026,151.12
15,Hotel,Hotel Monaco Seattle,1101 4th Avenue,942000145,7,DOWNTOWN,1969,1,11,153163,19279,133884,Hotel,133884,119.5999985,124.3000031,228.1999969,233,16016644,16646930,5237165.5,1813489.875,6187627,45918.5,4591850,691.26
16,Hotel,5679-W Seattle,1112 Fourth Avenue,942000165,7,DOWNTOWN,1998,1,25,333176,61161,272015,Hotel,336640,80,80.40000153,199,199.3999939,26941110,27070114,5999360.5,5299838.5,18083049,28586.99805,2858700,740.97
17,Hotel,Executive Pacific Plaza,400 Spring Street,942000210,7,DOWNTOWN,1928,1,9,65009,0,65009,Hotel,65009,101.5,97.80000305,153.6000061,149.8000031,6596057.5,6358719.5,1656352.5,393610.6875,1343000,35967.05078,3596705,328.23
18,Hotel,Crowne Plaza Hotel Seattle,1113 6th Ave,942000235,7,DOWNTOWN,1980,1,33,315952,57600,258352,Hotel,295511,75.5,76.19999695,179.8999939,180.6999969,22325364,22524948,4337738.5,4075083,13904183,40834.39844,4083440,648.62
19,Hotel,Hotel Vintage Seattle,1100 5th Avenue,942000265,7,DOWNTOWN,1922,1,11,92190,25200,66990,Hotel,67390,159.5,165.8999939,297.3999939,303.8999939,10750010,11179203,4870847.5,1123203.125,3832369,20467.93359,2046793,511.39
21,Other,The Seattle Public Library - Central Library,1000 Fourth Avenue,942000275,7,DOWNTOWN,2004,1,11,412000,57000,355000,Library,364913,50.79999924,51.09999847,155.6000061,156,18588860,18706912,737559.5,5231916,17851297,0,0,181.38
22,Other,Downtown Seattle YMCA,909 4th Avenue,942000350,7,DOWNTOWN,1930,1,6,103911,0,103911,Fitness Center/Health Club/Gym,90000,76.59999847,78.40000153,157.3999939,159.6000061,9956396,10192124,4592347.5,1305354.125,4453868,9101.799805,910180,433.86
23,Hotel,Renaissance Seattle Hotel,515 Madison Street,942000430,7,DOWNTOWN,1983,1,28,416281,85000,331281,Hotel,348329,96.30000305,98.59999847,228.5,232.8000031,33556756,34351920,0,6220773,21225277,123314.75,12331475,802.89
24,Mixed Use Property,The Rainier Club,820 4th Ave.,942000510,7,DOWNTOWN,1907,1,5,57452,0,57452,Social/Meeting Hall,16442,132.3999939,137.1000061,280.7000122,285,7606084.5,7877219,1776201.875,1103397.125,3764791,20650.91211,2065091,273.02
25,Hotel,Arctic Club Seattle,700 3rd Ave,942000610,7,DOWNTOWN,1916,1,10,104352,0,104352,Hotel,104352,97.30000305,97.30000305,225.5,225.5,10154608,10154608,3430862,1731644.125,5908370,8153.759766,815376,349.32
26,Other,King County Courthouse,516 3RD AVE,942000860,7,DOWNTOWN,1916,1,10,540360,0,540360,Courthouse,537150,83.69999695,87.5,182.6999969,186.6999969,44984468,47023088,0,7138872.5,24357833,206266.3125,20626631,1265.29
27,Other,King County Correctional Facility,500 5TH AVE,942001010,3,DOWNTOWN,1985,1,19,385274,0,385274,Other,385274,124.1999969,128.6000061,229.5,232.8999939,47859812,49539212,0,5351014.5,18257661,296021.5,29602150,1699.45
28,K-12 School,Graham Hill Elementary,5149 S. Graham St.,1102000138,2,SOUTHEAST,1961,1,2,56228,0,56228,K-12 School,58916,26.10000038,29.10000038,60.70000076,64.59999847,1539478.5,1713623.5,0,274605.9063,936955,6025.229004,602523,38.53
29,Hotel,WATERTOWN HOTEL,4242 ROOSEVELT WAY NE,1142000755,4,NORTHEAST,2001,1,6,88592,30586,58006,Hotel,58006,63.20000076,63.29999924,148,148.5,3663534.5,3673186.75,0,664194.375,2266231,13973.03027,1397303,90.01
30,University,Main Campus Center,1000 Lenora St.,660001420,7,DOWNTOWN,1928,1,7,126593,0,126593,College/University,125000,90.69999695,97.5,173,180,11343686,12183313,0,1362096.75,4647474,66962.10938,6696211,388.04
31,Other,Seattle Honda,1015 & 1017 Olive Way,660001725,7,DOWNTOWN,1930,1,2,67224,0,67224,Automobile Dealership,67224,19.5,19.5,61.20000076,61.20000076,1310236.625,1310236.625,0,384008.3125,1310236,0,0,9.13
32,Hotel,Homewood Suites,1011 Pike ST,660001832,7,EAST,1991,1,8,158676,30301,128375,Hotel,112676,45.5,46.29999924,58,58.79999924,5328051.5,5424942,0,167733.5,572307,47557.44922,4755745,256.57
33,Hotel,Marriott Springhill Suites (33),1800 Yale Ave,660002680,7,DOWNTOWN,2001,1,10,171866,38281,133585,Hotel,128909,85.80000305,86.69999695,181.1000061,180.6000061,11061916,11171407,0,1644403.75,5610706,54512.09766,5451210,328.63
34,K-12 School,Meany Building,301/300 21st Ave. E.,688000090,3,Central,1955,1,1,126351,0,126351,K-12 School,126351,0,0,0,0,0,0,0,0,0,0,0,0
35,Hotel,Hotel Five,2200 5th ave,697000170,7,DOWNTOWN,1978,1,5,68410,16200,52210,Hotel,47994,92.90000153,95,199.6999969,206.3000031,4456714.5,4557974,0,687675.625,2346349,21103.65039,2110365,128.44
36,K-12 School,Jane Addams Middle,11051 34th Ave. N.E.,752000170,5,NORTH,1949,1,2,160645,0,160645,K-12 School,164229,41.29999924,47.5,68.09999847,75.69999695,6779173,7800349.5,0,570809.1875,1947601,48315.71875,4831572,270.18
37,K-12 School,John Hay Elementary,201 Garfield St.,809000005,7,MAGNOLIA / QUEEN ANNE,1989,1,2,51582,0,51582,K-12 School,55166,0,0,0,0,0,0,0,438691.6875,1496816,0,0,10.43
38,Small- and Mid-Sized Office,Good Shepherd Center,4649 Sunnyside Ave. N.,825049008,4,LAKE UNION,1906,1,3,87262,0,87262,Office,40943,61.5,69.80000305,106.5,115.9000015,4145920.5,4703690,0,396495.6875,1352843,27930.77148,2793077,157.77
40,Hotel,Silver Cloud University,5036 25th Ave NE,925049117,4,NORTHEAST,1994,1,4,81871,0,81871,Hotel,81871,81.5,82.19999695,162.5,164.8999939,6668568.5,6731281.5,0,884056,3016399,36521.69141,3652169,215
41,Self-Storage Facility,08781-University Village,2746 Ne 45th St Suite 100,925049330,4,NORTHEAST,1955,1,2,110356,0,110356,Self-Storage Facility,26225,12.10000038,12.39999962,35.20000076,35.5,318364.8125,326223.0938,0,82434,281265,371,37100,3.93
43,Mixed Use Property,Plant 2 Site,7755 E MARGINAL WAY S,22000005,2,GREATER DUWAMISH,1992,1,3,494835,0,494835,Office,757027,221.6999969,233.1000061,388.2000122,400.2999878,448385312,471613856,0,44102076,150476283,2979090,297909000,16870.98
46,Warehouse,Seattle 11-13,3301 S NORFOLK ST,323049024,2,GREATER DUWAMISH,1961,3,2,714095,0,714095,Non-Refrigerated Warehouse,616000,46.40000153,45.79999924,145.8999939,143.8000031,44731160,44110016,0,13109951,44731153,0,0,311.84
50,K-12 School,Lawton Elementary,4000 27th Ave. W.,369000400,7,MAGNOLIA / QUEEN ANNE,1990,1,2,54986,0,54986,K-12 School,54986,30,32.79999924,77.80000305,83.19999695,1650279.25,1802471.375,0,356855,1217589,4326.897461,432690,31.47
51,K-12 School,Eckstein Middle,3003 N.E. 75th St.,425049022,4,NORTHEAST,1950,1,2,175565,0,175565,K-12 School,182861,35,40.09999847,55,60.40000153,6399127.5,7329817.5,0,468840.5,1599684,47994.43359,4799443,266.05
52,Small- and Mid-Sized Office,SBC52,5305 Shilshole Ave NW,467000429,6,BALLARD,1961,1,2,94900,0,94900,Office,55586,65.19999695,68.90000153,163,165.8999939,6186461.5,6536359.5,0,1257791.75,4291585,18948.75977,1894876,130.56
53,Small- and Mid-Sized Office,El Centro de la Raza,2524 16th Ave S,570000340,2,GREATER DUWAMISH,1900,1,2,52554,0,52554,Office,51029,50.09999847,53.5,108.6999969,112.3000031,2951331.25,3150635.5,0,462998,1579749,13715.82031,1371582,83.86
54,K-12 School,Blanchet High School,8200 Wallingford Ave. N,625049002,6,NORTHWEST,1954,1,3,175015,0,175015,K-12 School,175015,40,45.09999847,74,80.40000153,6994740.5,7886505.5,0,785386.6875,2679739,43150.00781,4315001,247.85
55,Self-Storage Facility,Vine Street,11 Vine Street,653000225,7,DOWNTOWN,1911,1,3,70586,0,70586,Self-Storage Facility,38439,30.60000038,33.09999847,76.59999847,79.19999695,2158629,2331573.25,0,439691.9063,1500229,6584,658400,45.43
56,Hotel,Seattle Hilton Hotel,1301 Sixth Ave,1975700040,7,DOWNTOWN,1969,1,24,332210,205970,126240,Hotel,348630,46.40000153,46.40000153,121.8000031,121.8000031,16163194,16163194,0,3576906.75,12204406,39587.86719,3958787,295.33
57,Large Office,5th and Pine,413 Pine Street,1975700200,7,DOWNTOWN,1973,1,5,168115,0,168115,Office,103362,56.29999924,56.29999924,176.6000061,176.6000061,9536161,9536161,0,2794888.75,9536160,0,0,66.48
58,Other,1525 4th Avenue,1525 4th Ave,1975700365,7,DOWNTOWN,1920,1,2,57428,0,57428,Other - Mall,51747,21.70000076,21.60000038,48.79999924,48.40000153,1247362,1239429.75,0,209536.5938,714939,5324.230469,532423,33.26
59,Small- and Mid-Sized Office,Gibraltar Tower,1520 3rd Ave,1975700380,7,DOWNTOWN,1910,1,8,59400,0,59400,Office,34947,85.40000153,88.30000305,398.7000122,412.2000122,5071974,5242479.5,0,1486510.375,5071973,0,0,35.36
60,Mixed Use Property,Mann Building,1401 3rd Avenue,1975700525,7,DOWNTOWN,1926,1,2,52549,0,52549,Other - Entertainment/Public Assembly,23500,286.3999939,299,485.2999878,495.5,15026196,15683742,0,1357696.125,4632459,103937.3672,10393737,584.31
62,Hotel,Roosevelt Hotel,1531 7th Ave,1976700010,7,DOWNTOWN,1930,1,20,98634,10043,88591,Hotel,83591,54.59999847,57.29999924,158.6000061,167,4841347.5,5078816,0,1257344.25,4290059,5512.879883,551288,59.19
63,Hotel,Sheraton Seattle Hotel,1400 6th Avenue,1976700095,7,DOWNTOWN,1982,1,34,994212,146694,847518,Hotel,994212,80.90000153,82.80000305,182.5,184.5,80469216,82318072,11598686,13348631,45545529,233249.9219,23324992,2451.58
65,Hotel,Inn at the Market,86 Pine St,1977200050,7,DOWNTOWN,1985,1,7,71150,0,71150,Hotel,41340,93.09999847,93.09999847,215.8999939,215.8999939,5348309,5348309,0,950732.8125,3243900,21044.08008,2104408,134.38
66,Hotel,Moore Hotel INC,1926 2nd Ave,1977201035,7,DOWNTOWN,1908,1,7,122810,0,122810,Hotel,88360,44,49.59999847,68.19999695,74.09999847,5401277.5,6088417.5,0,379121.0938,1293561,41077.16016,4107716,227.18
67,Hotel,QUALITY INN,618 JOHN ST,1991200730,7,LAKE UNION,1959,1,5,113173,42546,70627,Hotel,70627,74.80000305,76.90000153,165.6999969,172.1000061,5284343.5,5428403.5,0,863036.3125,2944680,23396.62891,2339663,144.79
68,Hotel,Rainier Hospitality,211 Dexter Ave N,1991200935,7,LAKE UNION,2000,1,7,150453,34735,115718,Hotel,107547,60.70000076,61.79999924,128,129.8000031,6715187,6835263.5,0,995342.5,3396109,33190.77734,3319078,199.95
69,Hotel,Sequim Lodging Corp,226 Aurora Ave N,1991200940,7,LAKE UNION,1997,1,6,116300,28200,88100,Hotel,88490,65.90000153,67.09999847,144.5,147.1000061,5827595.5,5941927,0,934483.3125,3188457,26391.38086,2639138,162.39
70,Hotel,Homewood Suites by Hilton Seattle Downtonw,206 Western Ave West,1992200235,7,MAGNOLIA / QUEEN ANNE,1998,1,6,155602,36744,118858,Hotel,155602,43.90000153,44,107.4000015,107.5999985,6836900,6849826.5,0,1336148.125,4558937,22779.61914,2277962,152.76
73,K-12 School,Seattle Hebrew Academy,1617 Interlaken Drive East,2125049015,3,EAST,1911,1,3,56072,0,56072,K-12 School,56072,57.70000076,67.80000305,81.09999847,92.69999695,3234787.75,3800842.5,0,161743.0938,551867,26829.20117,2682920,146.34
77,Hotel,Comfort Suites Seattle Center,601 Roy St,2249000170,7,MAGNOLIA / QUEEN ANNE,1999,1,4,122942,44891,78051,Hotel,78051,68.40000153,69,136.6999969,138.6999969,5337334,5387530,0,710354.5,2423730,29136.03906,2913604,171.64
82,Small- and Mid-Sized Office,Dept of Social & Health Services,1700 E. Cherry St,2254501944,3,CENTRAL,1962,1,2,54984,0,54984,Office,54984,61.40000153,66,139.6000061,144.5,3375211,3630147.25,0,579786,1978230,13969.80957,1396981,87.98
84,Senior Care Community,PSSA - The Mount,4831 35th Ave SW,2324039001,1,SOUTHWEST,1922,1,5,217603,0,217603,Senior Care Community,296313,144.3999939,153.6999969,235,244.8000031,42792072,45547252,0,3465642.5,11824772,309673,30967300,1727.11
85,Senior Care Community,Foss Home and Village,13023 Greenwood Ave. N,2426039059,5,NORTHWEST,1970,1,2,93397,0,93397,Senior Care Community,93397,175.6000061,181.6000061,311.5,320,16402563,16959754,0,1664565.75,5679498,107230.6406,10723064,609.1
86,Hotel,SCCA - ALLIANCE HOUSE,207 Pontius Ave N,2467400430,7,LAKE UNION,2008,1,6,84103,20732,63371,Hotel,63371,58.5,59.79999924,154.1999969,156.6999969,3706100.25,3787499,0,824351.625,2812688,8934.120117,893412,67.06
87,K-12 School,Arbor Heights Elementary,3701 S.W. 104th St.,2518400005,1,SOUTHWEST,1948,1,2,53352,0,53352,K-12 School,65568,0,0,0,0,0,0,0,176088.0938,600813,0,0,4.19
89,Medical Office,Polyclinic North && South,1200 Harvard Ave,1978201270,3,EAST,1965,0,3,179014,0,179014,Medical Office,179014,93.30000305,92.30000305,213.3999939,210.3000031,16701055,16527711,0,2897562.75,9886484,68145.70313,6814570,430.84
95,Hotel,Sorrento Hotel,900 Madison St.,1979200270,3,EAST,1908,1,7,76631,0,76631,Hotel,76631,94.69999695,94.59999847,172,171.6999969,7258758.5,7250730.5,0,779819,2660742,45980.16016,4598016,262.75
96,Mixed Use Property,Central Seattle,921 Terry Ave.,1979200290,3,EAST,1983,1,6,99780,9341,90439,Medical Office,40174,204.5,207.3000031,505.7999878,504.2999878,15473117,15684371,5327802.5,2973421.25,10145313,0,0,481.97
98,Retail Store,Firestone Store#012432,400 Westlake Ave N,1983200230,7,LAKE UNION,1929,1,2,58320,0,58320,Retail Store,72072,14.60000038,17.20000076,25.79999924,28.79999924,1049748.625,1243027.75,0,106038.5,361803,6879.452148,687945,39.06
100,Large Office,City Place III - SEDO,551 Boren Ave. North,1983200325,7,LAKE UNION,2010,1,5,316306,0,316306,Office,261826,48,48.40000153,144,144.3999939,13795954,13909270,0,3772301,12871091,9248.610352,924861,138.85
102,Hotel,Residence Inn Seattle - Lake Union,800 Fairview Ave. N,1984200065,3,LAKE UNION,1990,1,7,282863,44766,238097,Hotel,235788,82.5,85.59999847,184,189.1999969,19459304,20194606,0,3218245,10980652,84786.50781,8478651,526.85
103,Other,Key Arena,334 1st Ave. N,1985200003,7,MAGNOLIA / QUEEN ANNE,1962,1,1,389000,0,389000,Other,368000,64.30000305,64.5,151.6000061,152.1000061,23658978,23736924,6093150,4226010,14419146,6886.799805,688680,607.41
104,Other,Bagley Wright Theatre,151 Mercer St.,1985200003,7,MAGNOLIA / QUEEN ANNE,1962,1,1,91213,0,91213,Other,65000,125.1999969,125.9000015,261.7000122,265.3999939,8141155.5,8181881,4120130,1100268.125,3754115,0,0,344.2
106,Other,Armory,305 Harrison St.,1985200305,7,MAGNOLIA / QUEEN ANNE,1938,1,5,396085,0,396085,Other,278500,75.19999695,76.30000305,138.1000061,140,20955026,21257836,9763690,2125534.75,7252325,0,0,804.2
107,Large Office,City Place IV - SEDO,333 Boren Ave. N.,1986200410,7,LAKE UNION,2010,1,12,571329,0,571329,Office,598801,63.40000153,64.19999695,174.1999969,176.3999939,39605888,40153432,0,9439097,32206199,73996.85156,7399685,617.52
110,Other,Exhibition Hall,225 Mercer St.,1988200440,7,MAGNOLIA / QUEEN ANNE,1962,1,2,52000,0,52000,Other,52000,52.40000153,51.59999847,110.4000015,109.5,2726369,2682242.75,1202380,379058.9063,1293349,0,0,101.83
111,Other,Mercer Arena,363 Mercer St.,1988200700,7,MAGNOLIA / QUEEN ANNE,1928,1,1,60696,0,60696,Other,108000,8.100000381,8.100000381,25.5,25.5,875943.3125,875943.3125,0,256724.2969,875943,0,0,6.11
112,Other,McCaw Hall,321 Mercer St.,1988200700,7,MAGNOLIA / QUEEN ANNE,1928,1,2,262048,0,262048,Other,296000,70,70.30000305,171.1999969,175.1999969,20723248,20823520,5137220,3960341.75,13512686,0,0,490.73
113,Small- and Mid-Sized Office,KCTS9,401 Mercer St,1988200705,7,MAGNOLIA / QUEEN ANNE,1986,0,2,66240,2352,63888,Office,45900,74.90000153,75.40000153,235.1999969,236.6000061,4166306.25,4192107.75,0,1221074.25,4166305,0,0,29.04
114,Large Office,Bill and Melinda Gates Foundation,500 5th Ave N,1988201155,7,MAGNOLIA / QUEEN ANNE,2010,1,6,920598,303707,616891,Office,729584,49.79999924,51.79999924,130.8000031,131.6000061,36667044,38105108,0,8088294.5,27597261,90697.79688,9069780,674.09
115,Small- and Mid-Sized Office,J.G. Scripps Building,221 1st Ave. W,1989200850,7,MAGNOLIA / QUEEN ANNE,1970,1,4,76213,25930,50283,Office,48546,68.19999695,71.59999847,192.3999939,196,3476212.5,3647345.75,0,863039.875,2944692,5315.200195,531520,48.76
116,Hotel,MEDITERRANEAN INN (ID#116),425 queen anne ave N.,1989201125,7,MAGNOLIA / QUEEN ANNE,2002,1,6,96910,36934,59976,Hotel,59976,86,87.90000153,182.1999969,188.3999939,5155568.5,5274523,0,772863.625,2637011,25185.58008,2518558,152.14
117,Hotel,UNIVERSITY INN,4140 ROOSEVELT WAY NE,1142001871,4,NORTHEAST,1962,2,4,50017,0,50017,Hotel,50017,108.9000015,110.5,203.3000031,205.8000031,5448975,5528580.5,0,623770.6875,2128306,33206.69141,3320669,191.2
118,K-12 School,Pathfinder K-8,1901 SW Genesee St.,1324039116,1,DELRIDGE,1999,1,3,74468,0,74468,K-12 School,75364,0,0,0,0,0,0,0,497706.8125,1698176,0,0,11.84
119,K-12 School,St. Joseph K-8 School,700 18th Ave. E.,1336800825,3,EAST,1923,1,3,67743,0,67743,K-12 School,67743,39.09999847,44.79999924,82.30000305,89.30000305,2646879,3036464,0,392082.5938,1337786,13090.93066,1309093,78.85
120,K-12 School,Holy Names Academy,728 21st Ave East,1338800660,3,EAST,1908,1,6,194104,0,194104,K-12 School,194104,32,37.09999847,54,60.09999847,6219841.5,7204080,0,553309.6875,1887893,43319.48828,4331949,243.23
121,Small- and Mid-Sized Office,2100 Building,2100 24th Ave S,1498303116,3,SOUTHEAST,2003,1,3,99433,35752,63681,Office,63681,76.90000153,78.19999695,241.5,245.6000061,4897760,4980737.5,0,1435451.25,4897760,0,0,34.14
122,K-12 School,John Muir Elementary,3301 S. Horton St.,1524049002,2,SOUTHEAST,1991,1,2,58933,0,58933,K-12 School,60725,0,0,0,0,0,0,0,687906.875,2347138,0,0,16.36
125,K-12 School,Mercer International Middle,1600 Columbian Way S.,1624049214,2,GREATER DUWAMISH,1957,1,1,130862,0,130862,K-12 School,134446,48,54.29999924,85.59999847,93.5,6456026,7300977.5,0,663194.5,2262820,41932.06641,4193207,238.48
127,K-12 School,Orca K-8 School,5215 46th Ave. S.,1704900242,2,SOUTHEAST,1989,1,3,59955,0,59955,K-12 School,59955,27.20000076,29.20000076,78.69999695,83,1633399.375,1749171.25,0,420989.4063,1436416,1969.83252,196983,20.48
130,K-12 School,McClure Middle,1915 1st Ave. W.,1794501220,7,MAGNOLIA / QUEEN ANNE,1964,1,2,93218,0,93218,K-12 School,93218,31,34.5,65.90000153,70.80000305,2887392,3216155,0,435743.8125,1486758,14006.33984,1400634,84.75
131,Other,Lakeview,1208 NE 64th st,1797500625,4,NORTHEAST,1941,1,4,56521,0,56521,Other,49000,129.6999969,129.8999939,407.3999939,408,6357632,6367210,0,1863315.125,6357631,0,0,44.32
132,Other,Roosevelt Square,6417 Roosevelt Way NE # 18-28,1797500715,4,NORTHEAST,1929,1,2,206934,0,206934,Other,119146,35.70000076,36.79999924,72.59999847,72.90000153,4253577.5,4384625.5,0,586489.8125,2001103,22524.74023,2252474,133.58
136,Hotel,Holiday Inn Express North Seattle Shoreline,14115 Aurora Ave N,1926049012,5,NORTHWEST,2001,1,4,51390,0,51390,Hotel,51390,70.30000305,70.40000153,130.6999969,130.8999939,3611538,3616214,0,409815,1398289,22132.49023,2213249,127.29
137,K-12 School,Broadview-Thomson K-8,13052 Greenwood Ave. N.,1926049025,5,NORTHWEST,1963,1,2,131013,0,131013,K-12 School,131909,29.5,32.5,59.09999847,62.90000153,3894584.5,4290831.5,0,520365.6875,1775488,21190.9668,2119097,124.92
138,K-12 School,Ingraham High,1819 N. 135th St.,1926049321,5,NORTHWEST,1959,1,1,245587,0,245587,K-12 School,245587,47.90000153,52.40000153,83.69999695,89.09999847,11765682,12870916,0,1150648.125,3926011,78396.69531,7839670,443.73
139,Hotel,7066-Seattle-Northgate,13300 Stone Avenue N,1926049434,5,NORTHWEST,2002,1,3,69138,0,69138,Hotel,70609,45.90000153,47.09999847,101.5999985,104.6999969,3242458,3323400.5,0,528396.6875,1802889,14395.68164,1439568,89.02
140,K-12 School,B.F. Day Elementary,3921 Linden Ave. N.,1931301145,6,LAKE UNION,1991,1,3,66588,0,66588,K-12 School,66588,0,0,0,0,0,0,0,616730.8125,2104286,0,0,14.67
144,Hotel,Alexis Hotel,1007 First Ave.,1974600035,7,DOWNTOWN,1904,1,5,190980,0,190980,Hotel,190980,34.09999847,34.09999847,84,84,6505995,6505995,0,1290419.25,4402910,21030.83984,2103084,142.39
145,Other,Benaroya Hall,200 University Street,1974700025,7,DOWNTOWN,1998,1,6,284100,0,284100,Other - Entertainment/Public Assembly,189750,77.19999695,78.40000153,192.5,192,14641502,14881950,4311136,2873101.25,9803021,5273.430176,527343,429.12
147,Hospital,Swedish Ballard,5300 Tallman Ave NW,2767703875,6,BALLARD,1954,4,5,285333,0,285333,Hospital (General Medical & Surgical),302661,225,157.3000031,479.5,251.8000031,68090728,47602720,0,10327434,35237205,328535.125,32853512,1990.5
148,K-12 School,West Woodland Elementary,5601 4th Ave. N.W.,2768000375,6,Ballard,1991,1,2,55513,0,55513,K-12 School,59097,25.60000038,27.10000038,80.40000153,85,1513570.75,1598852.625,0,443602.1875,1513571,0,0,10.55
163,Other,Fire Station 10/FAC/EOC,105 5th Ave S,5247801465,2,DOWNTOWN,2006,1,4,61156,0,61156,Other,42755,130.1000061,132.6999969,338.2999878,337.1000061,9363374,9550716,0,2036128.25,6947270,24161.04102,2416104,176.75
167,Other,Wing Luke Museum,719 South King Street,5247802715,2,DOWNTOWN,1910,1,4,72820,13820,59000,Museum,58000,34.70000076,36.09999847,83.69999695,85.19999695,2010454.625,2095175.25,0,384428.3125,1311669,6987.850098,698785,46.26
168,Hotel,Hampton Inn Seattle Center,700 5th Ave N.,5458300285,7,MAGNOLIA / QUEEN ANNE,1996,1,4,162222,14200,148022,Hotel,113702,69.90000153,70.5,150.5,151.1999969,7946961,8016521,0,1230205.625,4197462,37494.98828,3749499,228.4
